molecule_chembl_id,canonical_smiles,IC50,units,pIC50
CHEMBL345109,CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.44,nM,9.357
CHEMBL345109,CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,59.0,nM,7.229
CHEMBL345109,CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,59.0,nM,7.229
CHEMBL607707,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,83.0,nM,7.081
CHEMBL293986,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3c(Cl)cccc3n2C)c(C(=O)Nc2ccccc2)c2c(Cl)cccc21,100000.0,nM,4.0
CHEMBL8223,CCN(CC)c1ccc(Nc2cc3c(cc2Nc2ccc(N(CC)CC)cc2)C(=O)NC3=O)cc1,50000.0,nM,4.301
CHEMBL8036,CN1C(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc2C1=O,50000.0,nM,4.301
CHEMBL8036,CN1C(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc2C1=O,50000.0,nM,4.301
CHEMBL332269,CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,4400.0,nM,5.357
CHEMBL300217,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,7.6,nM,8.119
CHEMBL300217,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,53.0,nM,7.276
CHEMBL53753,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.008,nM,11.097
CHEMBL53753,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,15.0,nM,7.824
CHEMBL300936,CC(C)(C)c1cnc(CSc2cnc(NC(=O)Cc3ccc(CNC(CO)CO)cc3)s2)o1,25000.0,nM,4.602
CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,7600.0,nM,5.119
CHEMBL14932,Oc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,98.0,nM,7.009
CHEMBL48085,Oc1cc(O)c2nc(-c3ccc(O)c(O)c3)sc2c1,130000.0,nM,3.886
CHEMBL38199,Brc1cccc(Nc2ncnc3cc4c(cnn4CCN4CCOCC4)cc23)c1,3.7,nM,8.432
CHEMBL38199,Brc1cccc(Nc2ncnc3cc4c(cnn4CCN4CCOCC4)cc23)c1,192.0,nM,6.717
CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,1.0,nM,9.0
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1.0,nM,9.0
CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,0.025,nM,10.602
CHEMBL287007,CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,2.6,nM,8.585
CHEMBL287007,CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,9.7,nM,8.013
CHEMBL37346,Brc1cccc(Nc2ccnc3ccccc23)c1,5500.0,nM,5.26
CHEMBL39563,Brc1cccc(Nc2nccc3ccccc23)c1,100000.0,nM,4.0
CHEMBL15346,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,74.0,nM,7.131
CHEMBL15202,COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,68.0,nM,7.167
CHEMBL554,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,10.0,nM,8.0
CHEMBL36819,O=C(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,53.0,nM,7.276
CHEMBL36819,O=C(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,1196.0,nM,5.922
CHEMBL40130,Brc1cccc(Nc2ncnc3cc4c(ccn4CCN4CCOCC4)cc23)c1,3.7,nM,8.432
CHEMBL40130,Brc1cccc(Nc2ncnc3cc4c(ccn4CCN4CCOCC4)cc23)c1,16.0,nM,7.796
CHEMBL35820,CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,0.006,nM,11.222
CHEMBL14627,O=C(NCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(F)(F)F,74.0,nM,7.131
CHEMBL290096,Brc1cccc(Nc2ncnc3ccccc23)c1,27.0,nM,7.569
CHEMBL289787,COc1cccc2c(Nc3cccc(Br)c3)ncnc12,10000.0,nM,5.0
CHEMBL45564,Oc1ccc(-c2nc3c(O)cc(O)cc3s2)cc1,300000.0,nM,3.523
CHEMBL37099,Cc1nc(Nc2cccc(Br)c2)c2ccccc2n1,10000.0,nM,5.0
CHEMBL460731,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,20.0,nM,7.699
CHEMBL460731,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,71.0,nM,7.149
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,190000.0,nM,3.721
CHEMBL37543,OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,12.0,nM,7.921
CHEMBL37543,OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,318.0,nM,6.498
CHEMBL287289,CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,21.0,nM,7.678
CHEMBL287289,CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,230.0,nM,6.638
CHEMBL514436,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,27.0,nM,7.569
CHEMBL39320,Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,0.37,nM,9.432
CHEMBL39320,Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,13.0,nM,7.886
CHEMBL289162,O=C(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,5.1,nM,8.292
CHEMBL289162,O=C(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,1780.0,nM,5.75
CHEMBL14952,CS(=O)(=O)CCNCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,104.0,nM,6.983
CHEMBL37373,CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,41.0,nM,7.387
CHEMBL37373,CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,145.0,nM,6.839
CHEMBL39715,COC(=O)CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,3.4,nM,8.469
CHEMBL39715,COC(=O)CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,9.6,nM,8.018
CHEMBL289213,CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,0.72,nM,9.143
CHEMBL289213,CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,584.0,nM,6.234
CHEMBL273789,CS(=O)(=O)CCN(CCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(=O)C(F)(F)F,263.0,nM,6.58
CHEMBL517907,C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1,11.0,nM,7.959
CHEMBL517907,C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1,45.0,nM,7.347
CHEMBL460732,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(S(=O)(=O)c4ccccc4)cc3)c2c1,93.0,nM,7.032
CHEMBL540701,C=CCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,79.0,nM,7.102
CHEMBL287832,CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,40.0,nM,7.398
CHEMBL287832,CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,262.0,nM,6.582
CHEMBL39337,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,0.44,nM,9.357
CHEMBL39337,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,20.0,nM,7.699
CHEMBL39337,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,0.44,nM,9.357
CHEMBL40734,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,0.44,nM,9.357
CHEMBL40734,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,22.0,nM,7.658
CHEMBL40734,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,0.44,nM,9.357
CHEMBL39811,CN(C)CCN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,7.5,nM,8.125
CHEMBL39811,CN(C)CCN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,81.0,nM,7.092
CHEMBL36727,Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,0.8,nM,9.097
CHEMBL36727,Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,22.0,nM,7.658
CHEMBL39355,Brc1cccc(Nc2ncnc3cc4c(cnn4CCCN4CCOCC4)cc23)c1,8.8,nM,8.056
CHEMBL39355,Brc1cccc(Nc2ncnc3cc4c(cnn4CCCN4CCOCC4)cc23)c1,77.0,nM,7.114
CHEMBL493428,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1,24.0,nM,7.62
CHEMBL493428,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1,630.0,nM,6.201
CHEMBL44227,Oc1ccc(-c2nc3ccc(O)cc3s2)cc1,130000.0,nM,3.886
CHEMBL289959,c1ccc(Nc2ncnc3ccccc23)cc1,346.0,nM,6.461
CHEMBL47966,Oc1ccc(/N=N/c2ccc(O)cc2O)cc1,58000.0,nM,4.237
CHEMBL14874,CN(CCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)CCS(C)(=O)=O,830.0,nM,6.081
CHEMBL416611,OCC(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,1.6,nM,8.796
CHEMBL416611,OCC(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,49.0,nM,7.31
CHEMBL36967,Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,4.8,nM,8.319
CHEMBL36967,Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,9.6,nM,8.018
CHEMBL36164,OCCN(CCO)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,3.5,nM,8.456
CHEMBL36164,OCCN(CCO)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,135.0,nM,6.87
CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,22000.0,nM,4.658
CHEMBL133498,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(Oc4ccccc4Cl)oc23)[C@H](O)C1,50000.0,nM,4.301
CHEMBL334881,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(Sc4ccccc4Cl)oc23)[C@H](O)C1,50000.0,nM,4.301
CHEMBL1242973,COC(=O)[C@@]1(Cc2ccc(O)c(CC=C(C)C)c2)OC(=O)C(O)=C1c1ccc(O)cc1,590000.0,nM,3.229
CHEMBL280074,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,440000.0,nM,3.357
CHEMBL338448,CO[C@H]1[C@@H](N(C)C(=O)c2ccccc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,1900.0,nM,5.721
CHEMBL131715,CO[C@H]1[C@@H](N(C)C(=O)c2ccc(Cl)cc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,7000.0,nM,5.155
CHEMBL435809,CO[C@H]1[C@@H](N(C)C(=O)c2ccc(C(=O)O)cc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,110.0,nM,6.959
CHEMBL57323,Cc1cccc(C)c1-c1cc2cnc(N)nc2nc1NC(=O)NC(C)(C)C,610.0,nM,6.215
CHEMBL57347,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)NC(C)(C)C)nc3n2)CC1,150.0,nM,6.824
CHEMBL75188,Cc1cc(C)c(C)c(-c2cc3cnc(NCCCN4CCN(C)CC4)nc3nc2NC(=O)NC(C)(C)C)c1C,7000.0,nM,5.155
CHEMBL131020,CO[C@H]1[C@@H](N(C)S(C)(=O)=O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,1100.0,nM,5.959
CHEMBL131590,CO[C@H]1[C@@H](N(C)C(=O)c2ccccc2Cl)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,4700.0,nM,5.328
CHEMBL160846,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)cs1,8.0,nM,8.097
CHEMBL160846,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)cs1,230.0,nM,6.638
CHEMBL26001,O=P(O)(O)C(O)c1ccc2ccccc2c1,250000.0,nM,3.602
CHEMBL444337,COC(=O)CN(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,1300.0,nM,5.886
CHEMBL422347,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)cs1,82.0,nM,7.086
CHEMBL422347,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)cs1,1600.0,nM,5.796
CHEMBL77030,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,7000.0,nM,5.155
CHEMBL131426,CO[C@H]1[C@@H](N(C)CCC#N)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,1100.0,nM,5.959
CHEMBL160303,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3c2)cs1,71.0,nM,7.149
CHEMBL160303,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3c2)cs1,110.0,nM,6.959
CHEMBL338935,CO[C@H]1[C@@H](N(C)C(=O)CN)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,220.0,nM,6.658
CHEMBL269620,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)cs1,540.0,nM,6.268
CHEMBL269620,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)cs1,18000.0,nM,4.745
CHEMBL335012,CO[C@H]1[C@@H](N(C)C(=O)c2cccnc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,8180.0,nM,5.087
CHEMBL76599,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1ccccc1,5530.0,nM,5.257
CHEMBL299026,CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)NC(C)(C)C)nc2n1,6200.0,nM,5.208
CHEMBL132348,CO[C@H]1[C@@H](N(C)CC(=O)O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,31.0,nM,7.509
CHEMBL132169,COc1ccc(C(=O)N(C)[C@H]2C[C@@H]3O[C@](C)([C@H]2OC)n2c4ccccc4c4c5c(c6c7ccccc7n3c6c42)C(=O)NC5)cc1,3600.0,nM,5.444
CHEMBL335648,CO[C@H]1[C@@H]([N+](C)(C)C)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,19.0,nM,7.721
CHEMBL299763,COc1cc(OC)cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1,50000.0,nM,4.301
CHEMBL155761,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1,10.0,nM,8.0
CHEMBL155761,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1,80.0,nM,7.097
CHEMBL45827,CCN(CC)CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)NC(C)(C)C)nc2n1,240.0,nM,6.62
CHEMBL335718,CCCCC(O)CN(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,1300.0,nM,5.886
CHEMBL130163,CO[C@H]1[C@@H](N(C)C(C)=O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,2600.0,nM,5.585
CHEMBL335932,CO[C@H]1[C@@H](N(C)C(=O)C(F)(F)F)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6400.0,nM,5.194
CHEMBL336192,COC(=O)c1ccc(C(=O)N(C)[C@H]2C[C@@H]3O[C@](C)([C@H]2OC)n2c4ccccc4c4c5c(c6c7ccccc7n3c6c42)C(=O)NC5)cc1,7400.0,nM,5.131
CHEMBL157084,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1,35.0,nM,7.456
CHEMBL157084,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1,570.0,nM,6.244
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,100.0,nM,7.0
CHEMBL129946,CCN(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,330.0,nM,6.481
CHEMBL337027,CO[C@H]1[C@@H](N(C)C(=O)CCC(=O)O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,160.0,nM,6.796
CHEMBL338449,CO[C@H]1[C@@H](N(C)C(=O)OC(C)(C)C)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,13500.0,nM,4.87
CHEMBL130049,COC(=O)N(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,2400.0,nM,5.62
CHEMBL56236,Cc1cc(C)c(C)c(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1C,6680.0,nM,5.175
CHEMBL335931,CO[C@H]1[C@@H](N(C)C(=O)CNC(=O)OC(C)(C)C)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,3500.0,nM,5.456
CHEMBL132170,CO[C@H]1[C@@H](N(C)C(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,70000.0,nM,4.155
CHEMBL337026,CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4=O,200.0,nM,6.699
CHEMBL340611,CC[N+](C)(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,43.0,nM,7.367
CHEMBL56543,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,7000.0,nM,5.155
CHEMBL131456,COC(=O)CN1Cc2c(c3c4ccccc4n4c3c3c2c2ccccc2n3[C@]2(C)O[C@H]4C[C@H](N(C)C(=O)c3ccccc3)[C@@H]2OC)C1=O,100000.0,nM,4.0
CHEMBL338944,CO[C@H]1[C@@H](N(C)C(=O)c2cccc(Cl)c2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,4600.0,nM,5.337
CHEMBL57366,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Cl,450.0,nM,6.347
CHEMBL337297,CO[C@H]1[C@@H](N(C)C(=O)c2cnccn2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,8180.0,nM,5.087
CHEMBL338049,CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O,17.0,nM,7.77
CHEMBL432738,CCNC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Cl,1360.0,nM,5.866
CHEMBL131193,CO[C@H]1[C@@H](N(C)Cc2ccccc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,910.0,nM,6.041
CHEMBL337035,CNC(=S)N(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,12500.0,nM,4.903
CHEMBL415233,CO[C@H]1[C@@H](N(C)C(=O)c2ccccc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N(Cc1ccccc1)C4,100000.0,nM,4.0
CHEMBL338155,CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)[C@H](O)NC4=O,260.0,nM,6.585
CHEMBL301483,CCNC(=O)Nc1nc2nc(NCCCCN(CC)CC)ncc2cc1-c1c(Cl)cccc1Cl,1260.0,nM,5.9
CHEMBL130208,CO[C@H]1[C@@H](N(C)C(=O)c2cccc([N+](=O)[O-])c2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,4800.0,nM,5.319
CHEMBL304668,COc1cc2cc(-c3cccnc3)cnc2cc1OC,25000.0,nM,4.602
CHEMBL55993,Cc1cc(C)c(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(C)c1,19054.61,nM,4.72
CHEMBL66925,COc1ccc(-c2cnc3cc(OC)c(OC)cc3c2)cc1C,20000.0,nM,4.699
CHEMBL55360,Cc1cccc(C)c1NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,10232.93,nM,4.99
CHEMBL56731,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1,1258.93,nM,5.9
CHEMBL333454,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(C)cc2)c1O,1737.8,nM,5.76
CHEMBL122522,COc1cc(C=C(C#N)C#N)cc(CSc2ccccc2)c1O,6760.83,nM,5.17
CHEMBL56219,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1Cl,2089.3,nM,5.68
CHEMBL118205,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3o2)c1O,5248.07,nM,5.28
CHEMBL2448064,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCC1CCNCC1.Cl,300.0,nM,6.523
CHEMBL2448064,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCC1CCNCC1.Cl,100.0,nM,7.0
CHEMBL308879,COc1cc2cc(O)cnc2cc1OC,20000.0,nM,4.699
CHEMBL417740,COc1cc2cc(-c3ccc4ccccc4c3)cnc2cc1OC,20000.0,nM,4.699
CHEMBL70130,COc1ccc(-c2cnc3cc(OC)c(OC)cc3c2)cc1,20000.0,nM,4.699
CHEMBL66107,COc1cc2cc(-c3cc(OC)c(OC)c(OC)c3)cnc2cc1OC,20000.0,nM,4.699
CHEMBL25579,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN(C)c1ccncc1,300.0,nM,6.523
CHEMBL25579,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN(C)c1ccncc1,200.0,nM,6.699
CHEMBL24026,COc1cc2c(Nc3ccc(C#N)cc3F)ncnc2cc1OC/C=C/CN1CCCC1,800.0,nM,6.097
CHEMBL24026,COc1cc2c(Nc3ccc(C#N)cc3F)ncnc2cc1OC/C=C/CN1CCCC1,1400.0,nM,5.854
CHEMBL66705,COc1cc2cccnc2cc1OC,20000.0,nM,4.699
CHEMBL116595,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O,398.11,nM,6.4
CHEMBL324030,COc1cc(/C=C(\C#N)C(N)=O)cc(CSC2=NCCS2)c1O,8709.64,nM,5.06
CHEMBL307093,Fc1ccc2cc(-c3ccsc3)cnc2c1,20000.0,nM,4.699
CHEMBL417941,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NC1CCCCC1,5888.44,nM,5.23
